   1.0000000e+00	   0.0000000e+00	
   9.9891000e-01	   7.9000000e-04	
   9.9571000e-01	   2.1800000e-03	
   9.9034000e-01	   4.0800000e-03	
   9.8291000e-01	   6.4000000e-03	
   9.7344000e-01	   9.2000000e-03	
   9.6192000e-01	   1.2340000e-02	
   9.4848000e-01	   1.5800000e-02	
   9.3299000e-01	   1.9570000e-02	
   9.1571000e-01	   2.3690000e-02	
   8.9644000e-01	   2.8190000e-02	
   8.7590000e-01	   3.3090000e-02	
   8.5350000e-01	   3.8420000e-02	
   8.2970000e-01	   4.4170000e-02	
   8.0435000e-01	   5.0350000e-02	
   7.7773000e-01	   5.6950000e-02	
   7.4995010e-01	   6.3950000e-02	
   7.2115000e-01	   7.1250000e-02	
   6.9133000e-01	   7.8770000e-02	
   6.6074000e-01	   8.6190000e-02	
   6.2938000e-01	   9.3230000e-02	
   5.9750000e-01	   9.9580000e-02	
   5.6525000e-01	   1.0511000e-01	
   5.3274000e-01	   1.0974000e-01	
   4.9997000e-01	   1.1355000e-01	
   4.6733000e-01	   1.1646000e-01	
   4.3469000e-01	   1.1850000e-01	
   4.0243000e-01	   1.1958000e-01	
   3.7056000e-01	   1.1973000e-01	
   3.3933000e-01	   1.1893000e-01	
   3.0861000e-01	   1.1724000e-01	
   2.7891000e-01	   1.1466000e-01	
   2.4998000e-01	   1.1127000e-01	
   2.2221000e-01	   1.0710000e-01	
   1.9558000e-01	   1.0228000e-01	
   1.7037000e-01	   9.6810000e-02	
   1.4643000e-01	   9.0820000e-02	
   1.2403000e-01	   8.4270000e-02	
   1.0330000e-01	   7.7240000e-02	
   8.4220000e-02	   6.9800000e-02	
   6.6940000e-02	   6.2050000e-02	
   5.1580000e-02	   5.4070000e-02	
   3.8020000e-02	   4.5980000e-02	
   2.6500000e-02	   3.7900000e-02	
   1.7020000e-02	   3.0060000e-02	
   9.6000000e-03	   2.2510000e-02	
   4.2200000e-03	   1.5200000e-02	
   1.0200000e-03	   8.1200000e-03	
   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	
   1.0200000e-03	  -2.4300000e-03	
   4.2200000e-03	  -6.7100000e-03	
   9.6000000e-03	  -1.1030000e-02	
   1.7020000e-02	  -1.5380000e-02	
   2.6500000e-02	  -1.9750000e-02	
   3.8020000e-02	  -2.4140000e-02	
   5.1580000e-02	  -2.8510000e-02	
   6.6940000e-02	  -3.2850000e-02	
   8.4220000e-02	  -3.7130000e-02	
   1.0330000e-01	  -4.1290000e-02	
   1.2403000e-01	  -4.5290000e-02	
   1.4643000e-01	  -4.9060000e-02	
   1.7037000e-01	  -5.2510000e-02	
   1.9558000e-01	  -5.5600000e-02	
   2.2221000e-01	  -5.8310000e-02	
   2.4998000e-01	  -6.0550000e-02	
   2.7891000e-01	  -6.2300000e-02	
   3.0861000e-01	  -6.3490000e-02	
   3.3933000e-01	  -6.4070000e-02	
   3.7056000e-01	  -6.4000000e-02	
   4.0243000e-01	  -6.3200000e-02	
   4.3469000e-01	  -6.1560000e-02	
   4.6733000e-01	  -5.8950000e-02	
   4.9997000e-01	  -5.5240000e-02	
   5.3274000e-01	  -5.0420000e-02	
   5.6525000e-01	  -4.4620000e-02	
   5.9750000e-01	  -3.8170000e-02	
   6.2938000e-01	  -3.1480000e-02	
   6.6074000e-01	  -2.4950000e-02	
   6.9133000e-01	  -1.8880000e-02	
   7.2115000e-01	  -1.3400000e-02	
   7.4995010e-01	  -8.5300000e-03	
   7.7773000e-01	  -4.3100000e-03	
   8.0435000e-01	  -7.5000000e-04	
   8.2970000e-01	   2.1500000e-03	
   8.5350000e-01	   4.4000000e-03	
   8.7590000e-01	   6.0100000e-03	
   8.9644000e-01	   7.0200000e-03	
   9.1571000e-01	   7.4700000e-03	
   9.3299000e-01	   7.4200000e-03	
   9.4848000e-01	   6.9600000e-03	
   9.6192000e-01	   6.1000000e-03	
   9.7344000e-01	   4.9400000e-03	
   9.8291000e-01	   3.6100000e-03	
   9.9034000e-01	   2.4400000e-03	
   9.9571000e-01	   1.2900000e-03	
   9.9891000e-01	   3.1000000e-04	
   1.0000000e+00	   0.0000000e+00	
