   1.0000000e+00	   0.0000000e+00	
   9.7722000e-01	   6.8000000e-03	
   9.5444000e-01	   1.3100000e-02	
   9.3166000e-01	   1.9200000e-02	
   9.0888000e-01	   2.4700000e-02	
   8.8610000e-01	   3.0070000e-02	
   8.6333000e-01	   3.5200000e-02	
   8.4055000e-01	   4.0090000e-02	
   8.1777000e-01	   4.5200000e-02	
   7.9499000e-01	   5.0000000e-02	
   7.7221000e-01	   5.4670000e-02	
   7.4943000e-01	   5.8500000e-02	
   7.2665000e-01	   6.2870000e-02	
   7.0387000e-01	   6.6510000e-02	
   6.8109000e-01	   7.0500000e-02	
   6.5831000e-01	   7.3800000e-02	
   6.3554000e-01	   7.7300000e-02	
   6.1276000e-01	   8.0180000e-02	
   5.8998000e-01	   8.3200000e-02	
   5.6720000e-01	   8.5650000e-02	
   5.4442000e-01	   8.8000000e-02	
   5.2164000e-01	   9.0210000e-02	
   4.9886000e-01	   9.2030000e-02	
   4.7608000e-01	   9.3900000e-02	
   4.5330000e-01	   9.5670000e-02	
   4.3052000e-01	   9.6580000e-02	
   4.0774000e-01	   9.7400000e-02	
   3.8497000e-01	   9.7490000e-02	
   3.6219000e-01	   9.7490000e-02	
   3.3941000e-01	   9.7400000e-02	
   3.1663000e-01	   9.6900000e-02	
   2.9385000e-01	   9.5900000e-02	
   2.7107000e-01	   9.4760000e-02	
   2.4829000e-01	   9.2940000e-02	
   2.2551000e-01	   9.1120000e-02	
   2.0273000e-01	   8.8600000e-02	
   1.7995000e-01	   8.5200000e-02	
   1.5718000e-01	   8.1090000e-02	
   1.3440000e-01	   7.5630000e-02	
   1.1162000e-01	   7.0160000e-02	
   8.8840000e-02	   6.2870000e-02	
   6.6060000e-02	   5.4670000e-02	
   4.3280000e-02	   4.4650000e-02	
   3.4170000e-02	   3.9180000e-02	
   2.5060000e-02	   3.3710000e-02	
   1.5950000e-02	   2.6420000e-02	
   6.8300000e-03	   1.7310000e-02	
   2.2800000e-03	   1.0020000e-02	
   0.0000000e+00	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	
   2.2800000e-03	  -5.4700000e-03	
   6.8300000e-03	  -1.1850000e-02	
   1.5950000e-02	  -1.6700000e-02	
   2.5060000e-02	  -2.0050000e-02	
   3.4170000e-02	  -2.2780000e-02	
   4.3280000e-02	  -2.4400000e-02	
   6.6060000e-02	  -2.8800000e-02	
   8.8840000e-02	  -3.1890000e-02	
   1.1162000e-01	  -3.4620000e-02	
   1.3440000e-01	  -3.6200000e-02	
   1.5718000e-01	  -3.7360000e-02	
   1.7995000e-01	  -3.8400000e-02	
   2.0273000e-01	  -3.9180000e-02	
   2.2551000e-01	  -3.9400000e-02	
   2.4829000e-01	  -3.9600000e-02	
   2.7107000e-01	  -3.9600000e-02	
   2.9385000e-01	  -3.9500000e-02	
   3.1663000e-01	  -3.9300000e-02	
   3.3941000e-01	  -3.8900000e-02	
   3.6219000e-01	  -3.8270000e-02	
   3.8497000e-01	  -3.7360000e-02	
   4.0774000e-01	  -3.6450000e-02	
   4.3052000e-01	  -3.5540000e-02	
   4.5330000e-01	  -3.4620000e-02	
   4.7608000e-01	  -3.3710000e-02	
   4.9886000e-01	  -3.2500000e-02	
   5.2164000e-01	  -3.1200000e-02	
   5.4442000e-01	  -3.0000000e-02	
   5.6720000e-01	  -2.8400000e-02	
   5.8998000e-01	  -2.6900000e-02	
   6.1276000e-01	  -2.5100000e-02	
   6.3554000e-01	  -2.2900000e-02	
   6.5831000e-01	  -2.0500000e-02	
   6.8109000e-01	  -1.7500000e-02	
   7.0387000e-01	  -1.4400000e-02	
   7.2665000e-01	  -1.0930000e-02	
   7.4943000e-01	  -7.2900000e-03	
   7.7221000e-01	  -3.6400000e-03	
   7.9499000e-01	   0.0000000e+00	
   8.1777000e-01	   2.7300000e-03	
   8.4055000e-01	   4.5600000e-03	
   8.6333000e-01	   5.4700000e-03	
   8.8610000e-01	   5.4700000e-03	
   9.0888000e-01	   5.4700000e-03	
   9.3166000e-01	   4.8000000e-03	
   9.5444000e-01	   3.6400000e-03	
   9.7722000e-01	   1.8000000e-03	
   1.0000000e+00	   0.0000000e+00	
